state,district,biometric_updates,demographic_updates,new_enrolments,total_updates,assi,district_type,stress_type,bio_ratio,demo_ratio,temporal_status,assi_trend,assi_acceleration,future_mbu_demand,mbu_risk_score,age_18_greater,anomaly_score,security_status,Recommended_Action,Priority,Preparedness_Index,District_Playbook
Chhattisgarh,Gariyaband,52088.0,27599.0,1542.0,79687.0,51.67769130998703,Maintenance-heavy Zone,Biometric-dominant Stress,0.6536574347133158,0.34634256528668417,Emerging Hotspot,17.926966555969273,18.536722799089922,1307,67.54274254215305,6,1,Normal,Deploy 5+ Iris Scanners,High,46.0,Deploy Iris Scanners (Biometric Failure)
Chhattisgarh,Gaurela-Pendra-Marwahi,2289.0,3425.0,140.0,5714.0,40.81428571428572,Maintenance-heavy Zone,Mixed Stress,0.4005950297514876,0.5994049702485125,Emerging Hotspot,17.82278911564626,18.637339578810636,115,4.693642857142858,5,1,Normal,Maintain Routine Operations,High,54.6,Maintain Routine Operations
Chhattisgarh,Gaurella Pendra Marwahi,0.0,0.0,983.0,0.0,0.0,Growth Zone,,,,Declining / Stable,0.0,,623,0.0,70,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,93.9,Maintain Routine Operations
Chhattisgarh,Janjgir - Champa,200.0,215.0,33.0,415.0,12.575757575757576,Maintenance-heavy Zone,Mixed Stress,0.4819277108433735,0.5180722891566265,Emerging Hotspot,4.746031746031746,20.42518766838478,32,0.40242424242424246,0,1,Normal,Maintain Routine Operations,Normal,89.5,Maintain Routine Operations
Chhattisgarh,Janjgir Champa,192.0,236.0,25.0,428.0,17.12,Maintenance-heavy Zone,Mixed Stress,0.4485981308411215,0.5514018691588785,Emerging Hotspot,12.783333333333333,13.107133341980026,21,0.35952000000000006,0,1,Normal,Maintain Routine Operations,Normal,84.2,Maintain Routine Operations
Chhattisgarh,Janjgir-Champa,180654.0,112160.0,4639.0,292814.0,63.12006898038371,Maintenance-heavy Zone,Mixed Stress,0.616958205550281,0.3830417944497189,Emerging Hotspot,16.41374136888972,16.77570641177087,4066,256.6462004742402,1,1,Normal,Maintain Routine Operations,CRITICAL,38.5,Maintain Routine Operations
Chhattisgarh,Jashpur,74603.0,71023.0,2543.0,145626.0,57.265434526150216,Maintenance-heavy Zone,Mixed Stress,0.5122917610866191,0.48770823891338083,Early-warning District,10.94589889766471,4.416324308515059,1666,95.40421392056625,2,1,Normal,Maintain Routine Operations,High,44.2,Maintain Routine Operations
Chhattisgarh,Kabeerdham,32517.0,27101.0,955.0,59618.0,62.42722513089005,Maintenance-heavy Zone,Mixed Stress,0.5454225233989735,0.45457747660102654,Emerging Hotspot,15.327586577643023,17.57918218002715,860,53.68741361256544,3,1,Normal,Maintain Routine Operations,High,45.8,Maintain Routine Operations
Chhattisgarh,Kanker,53209.0,28840.0,1705.0,82049.0,48.12258064516129,Maintenance-heavy Zone,Mixed Stress,0.6485027239820107,0.35149727601798925,Emerging Hotspot,14.61423733804476,8.535126766844748,1426,68.6228,2,1,Normal,Maintain Routine Operations,High,46.9,Maintain Routine Operations
Chhattisgarh,Kawardha,60791.0,67000.0,2142.0,127791.0,59.65966386554622,Maintenance-heavy Zone,Mixed Stress,0.47570642690017295,0.524293573099827,Emerging Hotspot,16.9994718676545,22.559510159630445,1884,112.39880672268909,1,1,Normal,Maintain Routine Operations,High,43.4,Maintain Routine Operations
Chhattisgarh,Khairagarh Chhuikhadan Gandai,1035.0,6103.0,246.0,7138.0,29.016260162601625,Maintenance-heavy Zone,Demographic-dominant Stress,0.1449985990473522,0.8550014009526478,Emerging Hotspot,7.784126984126984,17.263783957377075,183,5.309975609756098,0,1,Normal,Activate Mobile Document Centers,High,63.9,Setup Document Update Camp (Panchayat Level)
Chhattisgarh,Kondagaon,57346.0,61964.0,3038.0,119310.0,39.27254772876893,Maintenance-heavy Zone,Mixed Stress,0.4806470538932193,0.5193529461067806,Emerging Hotspot,7.396890473361061,5.119540280974902,1975,77.56328176431863,9,1,Normal,Maintain Routine Operations,High,48.9,Maintain Routine Operations
Chhattisgarh,Korba,101874.0,83374.0,3542.0,185248.0,52.30039525691699,Maintenance-heavy Zone,Mixed Stress,0.5499330627051304,0.4500669372948696,Emerging Hotspot,10.108523539232053,10.533731597293336,3040,158.99320158102765,13,1,Normal,Maintain Routine Operations,High,42.1,Maintain Routine Operations
Chhattisgarh,Koriya,60897.0,31735.0,1763.0,92632.0,52.542257515598415,Maintenance-heavy Zone,Biometric-dominant Stress,0.6574078072372398,0.34259219276276015,Emerging Hotspot,15.307769358504629,14.96679467160316,1258,66.09815995462282,1,1,Normal,Deploy 5+ Iris Scanners,High,45.7,Deploy Iris Scanners (Biometric Failure)
Chhattisgarh,Mahasamund,99869.0,134887.0,3361.0,234756.0,69.84706932460577,Maintenance-heavy Zone,Mixed Stress,0.4254161767963332,0.5745838232036667,Emerging Hotspot,19.195987716359575,24.04290206018856,2773,193.6859232371318,25,1,Normal,Maintain Routine Operations,High,40.4,Maintain Routine Operations
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,281.0,5113.0,294.0,5394.0,18.346938775510203,Maintenance-heavy Zone,Demographic-dominant Stress,0.052094920281794584,0.9479050797182054,Emerging Hotspot,12.56799493991145,17.36809860176753,188,3.449224489795918,0,1,Normal,Activate Mobile Document Centers,Normal,80.0,Setup Document Update Camp (Panchayat Level)
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,67.0,181.0,14.0,248.0,17.714285714285715,Maintenance-heavy Zone,Demographic-dominant Stress,0.2701612903225806,0.7298387096774194,Emerging Hotspot,16.75,45.02984547465241,10,0.17714285714285716,0,1,Normal,Activate Mobile Document Centers,Normal,83.6,Setup Document Update Camp (Panchayat Level)
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,4595.0,19811.0,259.0,24406.0,94.23166023166023,Maintenance-heavy Zone,Demographic-dominant Stress,0.18827337539949193,0.811726624600508,Emerging Hotspot,40.921486781951906,66.05635234283629,162,15.265528957528957,4,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Activate Mobile Document Centers",CRITICAL,17.5,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Chhattisgarh,Mungeli,82567.0,70564.0,2957.0,153131.0,51.785931687521135,Maintenance-heavy Zone,Mixed Stress,0.5391919337038222,0.46080806629617777,Emerging Hotspot,18.48195603118162,23.82504471993699,2600,134.64342238755495,2,1,Normal,Maintain Routine Operations,High,43.2,Maintain Routine Operations
Chhattisgarh,Narayanpur,22173.0,16765.0,762.0,38938.0,51.0997375328084,Maintenance-heavy Zone,Mixed Stress,0.5694437310596333,0.43055626894036675,Emerging Hotspot,8.838515020333203,16.741853984171634,448,22.892682414698164,8,1,Normal,Maintain Routine Operations,High,49.5,Maintain Routine Operations
Chhattisgarh,Raigarh,174626.0,83436.0,4956.0,258062.0,52.070621468926554,Maintenance-heavy Zone,Biometric-dominant Stress,0.6766823476528896,0.3233176523471104,Emerging Hotspot,17.921266913249656,21.46382496600468,4294,223.59124858757062,37,1,Normal,Deploy 5+ Iris Scanners,CRITICAL,39.9,Deploy Iris Scanners (Biometric Failure)
Chhattisgarh,Raipur,192369.0,133007.0,7041.0,325376.0,46.21161766794489,Maintenance-heavy Zone,Mixed Stress,0.5912206186073957,0.4087793813926042,Declining / Stable,-55.57487705711519,114.58403473909567,6205,286.74308762959805,57,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),CRITICAL,39.2,PRE-EMPTIVE: Book School Premises for MBU Camps
Chhattisgarh,Rajnandgaon,154498.0,148118.0,4185.0,302616.0,72.30967741935484,Maintenance-heavy Zone,Mixed Stress,0.5105414122187856,0.4894585877812145,Emerging Hotspot,14.758771194248956,20.200494604369027,3791,274.1259870967742,23,1,Normal,Maintain Routine Operations,CRITICAL,38.5,Maintain Routine Operations
Chhattisgarh,Sakti,4024.0,9685.0,455.0,13709.0,30.12967032967033,Maintenance-heavy Zone,Demographic-dominant Stress,0.2935297979429572,0.7064702020570428,Emerging Hotspot,11.924745762711865,6.474665838857563,373,11.238367032967034,2,1,Normal,Activate Mobile Document Centers,High,61.7,Setup Document Update Camp (Panchayat Level)
Chhattisgarh,Sarangarh-Bilaigarh,1043.0,8055.0,186.0,9098.0,48.913978494623656,Maintenance-heavy Zone,Demographic-dominant Stress,0.11464058034732909,0.885359419652671,Emerging Hotspot,4.673103448275863,18.505498589124926,159,7.777322580645161,3,1,Normal,Activate Mobile Document Centers,High,51.4,Setup Document Update Camp (Panchayat Level)
Chhattisgarh,Sukma,30139.0,12746.0,2179.0,42885.0,19.681046351537404,Maintenance-heavy Zone,Biometric-dominant Stress,0.7027865220939723,0.29721347790602776,Early-warning District,3.92915135608049,4.124327139087852,1256,24.71939421753098,119,1,Normal,Maintain Routine Operations,Normal,73.4,Deploy Iris Scanners (Biometric Failure)
Chhattisgarh,Surajpur,71822.0,42067.0,2977.0,113889.0,38.25629828686597,Maintenance-heavy Zone,Mixed Stress,0.6306315798716294,0.3693684201283706,Emerging Hotspot,8.731786805751169,11.493415471269877,2250,86.07667114544843,7,1,Normal,Maintain Routine Operations,High,48.7,Maintain Routine Operations
Chhattisgarh,Surguja,82860.0,115683.0,3556.0,198543.0,55.83323959505062,Maintenance-heavy Zone,Mixed Stress,0.4173403242622505,0.5826596757377495,Emerging Hotspot,16.38941232861143,17.497905594252536,2866,160.0180646794151,11,1,Normal,Maintain Routine Operations,High,41.8,Maintain Routine Operations
Chhattisgarh,Uttar Bastar Kanker,30301.0,13568.0,888.0,43869.0,49.402027027027025,Maintenance-heavy Zone,Biometric-dominant Stress,0.6907155394469899,0.3092844605530101,Emerging Hotspot,10.2547886895713,8.395049561466195,718,35.47065540540541,8,1,Normal,Deploy 5+ Iris Scanners,High,48.8,Deploy Iris Scanners (Biometric Failure)
Dadra & Nagar Haveli,Dadra & Nagar Haveli,553.0,235.0,25.0,788.0,31.52,Maintenance-heavy Zone,Biometric-dominant Stress,0.7017766497461929,0.2982233502538071,Emerging Hotspot,25.060606060606062,39.70485496661724,22,0.69344,0,1,Normal,Deploy 5+ Iris Scanners,High,63.1,Deploy Iris Scanners (Biometric Failure)
Dadra & Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,29213.0,7722.0,1548.0,36935.0,23.85981912144703,Maintenance-heavy Zone,Biometric-dominant Stress,0.7909300121835657,0.20906998781643427,Emerging Hotspot,4.264836088540207,8.360555042143103,1287,30.707587209302325,39,1,Normal,Deploy 5+ Iris Scanners,High,66.5,Deploy Iris Scanners (Biometric Failure)
Dadra & Nagar Haveli & Daman & Diu,Daman,5966.0,3168.0,130.0,9134.0,70.26153846153846,Maintenance-heavy Zone,Biometric-dominant Stress,0.6531640026275455,0.3468359973724546,Emerging Hotspot,7.807070707070707,25.296277738669268,104,7.307200000000001,9,1,Normal,Deploy 5+ Iris Scanners,High,48.7,Deploy Iris Scanners (Biometric Failure)
Dadra & Nagar Haveli & Daman & Diu,Diu,3536.0,1079.0,96.0,4615.0,48.072916666666664,Maintenance-heavy Zone,Biometric-dominant Stress,0.7661971830985915,0.23380281690140844,Emerging Hotspot,3.090864197530864,12.239030267047319,84,4.038125,4,1,Normal,Deploy 5+ Iris Scanners,High,52.7,Deploy Iris Scanners (Biometric Failure)
Delhi,Central Delhi,54060.0,49047.0,3947.0,103107.0,26.122878135292627,Maintenance-heavy Zone,Mixed Stress,0.5243096976926882,0.4756903023073118,Declining / Stable,-21.984516155813964,61.528099462730104,2761,72.12526653154295,193,1,Normal,Maintain Routine Operations,High,59.8,Maintain Routine Operations
Delhi,East Delhi,122805.0,187061.0,10736.0,309866.0,28.862332339791354,Maintenance-heavy Zone,Mixed Stress,0.39631647228156686,0.6036835277184331,Declining / Stable,-6.375903999689945,17.589552415015255,8055,232.48608699701936,223,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,50.0,PRE-EMPTIVE: Book School Premises for MBU Camps
Delhi,Najafgarh,845.0,195.0,30.0,1040.0,34.666666666666664,Maintenance-heavy Zone,Biometric-dominant Stress,0.8125,0.1875,Emerging Hotspot,23.92857142857143,43.23091638537488,21,0.728,0,1,Normal,Deploy 5+ Iris Scanners,High,59.9,Deploy Iris Scanners (Biometric Failure)
Delhi,New Delhi,4563.0,4061.0,1637.0,8624.0,5.268173488087966,Maintenance-heavy Zone,Mixed Stress,0.5291048237476809,0.47089517625231914,Emerging Hotspot,5.55610224870267,7.324719223630051,918,4.836183262064753,217,1,Normal,Maintain Routine Operations,Normal,89.6,Maintain Routine Operations
Delhi,North Delhi,60830.0,86900.0,4459.0,147730.0,33.130746804216194,Maintenance-heavy Zone,Mixed Stress,0.4117647058823529,0.5882352941176471,Declining / Stable,-0.8156663657850665,9.787516539232147,3148,104.29559093967258,81,1,Normal,Maintain Routine Operations,High,51.5,Maintain Routine Operations
Delhi,North East,46620.0,11827.0,1738.0,58447.0,33.62888377445339,Maintenance-heavy Zone,Biometric-dominant Stress,0.7976457303197769,0.2023542696802231,Emerging Hotspot,4.930084219108889,5.099401845536092,1328,44.6591576524741,2,1,Normal,Deploy 5+ Iris Scanners,High,54.6,Deploy Iris Scanners (Biometric Failure)
Delhi,North East *,0.0,0.0,2.0,0.0,0.0,Growth Zone,,,,Declining / Stable,,,2,0.0,0,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,98.6,Maintain Routine Operations
Delhi,North East Delhi,143096.0,141148.0,12113.0,284244.0,23.466028234128622,Maintenance-heavy Zone,Mixed Stress,0.5034266334557633,0.4965733665442366,Emerging Hotspot,2.1233374267872662,10.978473461334602,8299,194.74456831503343,65,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,57.1,PRE-EMPTIVE: Book School Premises for MBU Camps
Delhi,North West Delhi,325293.0,313989.0,16043.0,639282.0,39.84803341021006,Maintenance-heavy Zone,Mixed Stress,0.5088411686861197,0.4911588313138803,Declining / Stable,-234.5564933800623,635.03163275596,12395,493.91637411955367,355,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",CRITICAL,8.6,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Delhi,Shahdara,7963.0,28544.0,1700.0,36507.0,21.474705882352943,Maintenance-heavy Zone,Demographic-dominant Stress,0.21812255183937326,0.7818774481606268,Emerging Hotspot,5.339723494895909,14.326478629393671,1121,24.07314529411765,64,1,Normal,Activate Mobile Document Centers,Normal,70.8,Setup Document Update Camp (Panchayat Level)
Delhi,South Delhi,222936.0,213489.0,13395.0,436425.0,32.58118701007839,Maintenance-heavy Zone,Mixed Stress,0.5108231654923526,0.4891768345076474,Declining / Stable,-24.33652954245858,35.941206437452855,10138,330.3080739081747,477,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,45.1,PRE-EMPTIVE: Book School Premises for MBU Camps
Delhi,South East Delhi,582.0,1169.0,60.0,1751.0,29.183333333333334,Maintenance-heavy Zone,Demographic-dominant Stress,0.33238149628783553,0.6676185037121645,Emerging Hotspot,9.680672268907562,17.69551772019736,46,1.3424333333333334,5,1,Normal,Activate Mobile Document Centers,High,65.1,Setup Document Update Camp (Panchayat Level)
Delhi,South West Delhi,141527.0,169699.0,9255.0,311226.0,33.62787682333874,Maintenance-heavy Zone,Mixed Stress,0.4547402851946817,0.5452597148053183,Declining / Stable,-7.7451176977654,25.896250090861695,6951,233.74737179902758,359,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,45.7,PRE-EMPTIVE: Book School Premises for MBU Camps
Delhi,West Delhi,173242.0,231805.0,19414.0,405047.0,20.863655094261873,Maintenance-heavy Zone,Mixed Stress,0.42770838939678607,0.572291610603214,Declining / Stable,-26.48851866599508,69.21454761460552,14000,292.0911713196662,1009,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,59.5,PRE-EMPTIVE: Book School Premises for MBU Camps
Goa,Bardez,40.0,31.0,2.0,71.0,35.5,Maintenance-heavy Zone,Mixed Stress,0.5633802816901409,0.43661971830985913,Declining / Stable,0.0,,2,0.071,0,1,Normal,Maintain Routine Operations,High,59.7,Maintain Routine Operations
Goa,North Goa,37771.0,18843.0,1354.0,56614.0,41.81240768094535,Maintenance-heavy Zone,Biometric-dominant Stress,0.6671671318048539,0.33283286819514607,Declining / Stable,-13.558241758241756,50.84243448726031,1109,46.36996011816839,99,1,Normal,Maintain Routine Operations,High,49.5,Deploy Iris Scanners (Biometric Failure)
Goa,South Goa,30584.0,16238.0,977.0,46822.0,47.92425793244627,Maintenance-heavy Zone,Biometric-dominant Stress,0.6531972149844091,0.346802785015591,Emerging Hotspot,14.550420168067228,16.768101591936617,805,38.57902763561925,64,1,Normal,Deploy 5+ Iris Scanners,High,49.2,Deploy Iris Scanners (Biometric Failure)
Gujarat,Ahmadabad,15682.0,7760.0,6667.0,23442.0,3.5161241937903105,Maintenance-heavy Zone,Biometric-dominant Stress,0.668970224383585,0.331029775616415,Emerging Hotspot,6.846457352171638,10.078103104688426,4105,14.433689815509224,240,1,Normal,Deploy 5+ Iris Scanners,Normal,83.5,Deploy Iris Scanners (Biometric Failure)
Gujarat,Ahmedabad,405490.0,267884.0,19130.0,673374.0,35.199895452169365,Maintenance-heavy Zone,Mixed Stress,0.6021765022112526,0.3978234977887474,Declining / Stable,-87.03135587647989,197.79031921280583,12844,452.1074571876633,607,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",CRITICAL,11.4,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Gujarat,Amreli,68514.0,27888.0,4293.0,96402.0,22.45562543675751,Maintenance-heavy Zone,Biometric-dominant Stress,0.710711396029128,0.28928860397087197,Declining / Stable,-2.791454125509854,8.474165664146453,3460,77.69646401118099,246,1,Normal,Maintain Routine Operations,High,64.2,Deploy Iris Scanners (Biometric Failure)
Gujarat,Anand,113695.0,39149.0,6980.0,152844.0,21.897421203438395,Maintenance-heavy Zone,Biometric-dominant Stress,0.7438630237366204,0.25613697626337967,Declining / Stable,-5.6348841167459955,36.32936684586062,5616,122.97591747851001,536,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,61.9,Deploy Iris Scanners (Biometric Failure)
Gujarat,Arvalli,29669.0,8096.0,2391.0,37765.0,15.794646591384359,Maintenance-heavy Zone,Biometric-dominant Stress,0.7856216073083543,0.2143783926916457,Declining / Stable,-0.07303228719801318,4.630540614563322,1952,30.831150146382267,117,1,Normal,Maintain Routine Operations,Normal,78.5,Deploy Iris Scanners (Biometric Failure)
Gujarat,Banas Kantha,547.0,473.0,13498.0,1020.0,0.07556675062972293,Growth Zone,Mixed Stress,0.5362745098039216,0.46372549019607845,Early-warning District,2.2098765432098766,3.5538394185261524,5997,0.4531738035264484,782,1,Normal,Maintain Routine Operations,Normal,82.1,PRE-EMPTIVE: Book School Premises for MBU Camps
Gujarat,Banaskantha,151757.0,75207.0,17360.0,226964.0,13.073963133640554,Maintenance-heavy Zone,Biometric-dominant Stress,0.6686390793253556,0.33136092067464445,Emerging Hotspot,2.6193981057554834,5.084731278254839,9944,130.00748940092166,1635,1,Normal,"Pre-position Biometric Kits (MBU Wave Incoming), Deploy 5+ Iris Scanners",Normal,72.3,Deploy Iris Scanners (Biometric Failure)
Gujarat,Bharuch,76378.0,49806.0,4351.0,126184.0,29.001149161112387,Maintenance-heavy Zone,Mixed Stress,0.6052906866163698,0.39470931338363024,Declining / Stable,-4.489333027684336,13.4413769996831,3745,108.60930360836589,98,1,Normal,Maintain Routine Operations,High,54.6,Maintain Routine Operations
Gujarat,Bhavnagar,141152.0,57862.0,10174.0,199014.0,19.561037939846667,Maintenance-heavy Zone,Biometric-dominant Stress,0.7092566352115931,0.29074336478840684,Declining / Stable,-0.8678351954859999,41.398244108472014,8420,164.70393945350895,445,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,63.5,Deploy Iris Scanners (Biometric Failure)
Gujarat,Botad,16256.0,7545.0,2947.0,23801.0,8.07634882931795,Maintenance-heavy Zone,Biometric-dominant Stress,0.682996512751565,0.3170034872484349,Emerging Hotspot,1.824713546127639,5.162978577214462,2302,18.591755005089922,171,1,Normal,Deploy 5+ Iris Scanners,Normal,84.7,Deploy Iris Scanners (Biometric Failure)
Gujarat,Chhotaudepur,33802.0,9631.0,4107.0,43433.0,10.575359142926711,Maintenance-heavy Zone,Biometric-dominant Stress,0.7782561646674188,0.2217438353325812,Emerging Hotspot,0.6139955184116422,15.500537242403214,2215,23.424420501582667,589,1,Normal,Deploy 5+ Iris Scanners,Normal,83.4,Deploy Iris Scanners (Biometric Failure)
Gujarat,Dahod,115675.0,35936.0,10509.0,151611.0,14.426777048244363,Maintenance-heavy Zone,Biometric-dominant Stress,0.7629723436953783,0.2370276563046217,Emerging Hotspot,2.6824385604624146,6.4194457062905315,5341,77.05341621467313,1277,1,Normal,"Pre-position Biometric Kits (MBU Wave Incoming), Deploy 5+ Iris Scanners",Normal,73.7,Deploy Iris Scanners (Biometric Failure)
Gujarat,Dang,0.0,0.0,872.0,0.0,0.0,Growth Zone,,,,Declining / Stable,0.0,,531,0.0,162,1,Normal,Flag as Resource Donor (Relocate Surplus Kits),Normal,94.3,Maintain Routine Operations
Gujarat,Devbhumi Dwarka,25464.0,6586.0,2490.0,32050.0,12.8714859437751,Maintenance-heavy Zone,Biometric-dominant Stress,0.7945085803432137,0.20549141965678627,Emerging Hotspot,1.5677837711850298,7.8405959573347355,1845,23.74789156626506,223,1,Normal,Deploy 5+ Iris Scanners,Normal,82.2,Deploy Iris Scanners (Biometric Failure)
Gujarat,Dohad,15716.0,5212.0,13003.0,20928.0,1.6094747365992463,Maintenance-heavy Zone,Biometric-dominant Stress,0.7509556574923547,0.24904434250764526,Declining / Stable,-1.6402109328579915,12.470378884694945,5003,8.05220210720603,670,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,82.5,Deploy Iris Scanners (Biometric Failure)
Gujarat,Gandhinagar,76564.0,64588.0,5650.0,141152.0,24.982654867256638,Maintenance-heavy Zone,Mixed Stress,0.5424223532078893,0.45757764679211066,Emerging Hotspot,0.3507525427677522,21.394530920735832,4075,101.8043185840708,738,1,Normal,Maintain Routine Operations,High,59.4,Maintain Routine Operations
Gujarat,Gir Somnath,36766.0,12066.0,5723.0,48832.0,8.53258780359951,Maintenance-heavy Zone,Biometric-dominant Stress,0.7529079292267365,0.24709207077326342,Emerging Hotspot,2.8180450873136063,11.282155921699088,4375,37.33007164074785,373,1,Normal,Deploy 5+ Iris Scanners,Normal,80.2,Deploy Iris Scanners (Biometric Failure)
Gujarat,Jamnagar,81102.0,45719.0,6078.0,126821.0,20.865580783152353,Maintenance-heavy Zone,Mixed Stress,0.6394997673886816,0.3605002326113183,Declining / Stable,-0.1308101213923528,10.772186538821655,4998,104.28617275419546,281,1,Normal,Maintain Routine Operations,High,64.1,Maintain Routine Operations
Gujarat,Junagadh,102672.0,38045.0,5536.0,140717.0,25.418533236994218,Maintenance-heavy Zone,Biometric-dominant Stress,0.7296346567934222,0.27036534320657774,Declining / Stable,-3.9379449912465927,19.105587189116612,4876,123.9407680635838,92,1,Normal,Maintain Routine Operations,High,57.1,Deploy Iris Scanners (Biometric Failure)
Gujarat,Kachchh,123961.0,66789.0,9302.0,190750.0,20.50634272199527,Maintenance-heavy Zone,Mixed Stress,0.6498610747051115,0.3501389252948886,Declining / Stable,-61.921598593541084,189.05390520454242,6176,126.6471726510428,521,-1,Sentinel Alert: Audit Required,"IMMEDIATE DISTRICT AUDIT (Suspicious Adult Enrolment), Pre-position Biometric Kits (MBU Wave Incoming)",CRITICAL,33.1,URGENT: IMMEDIATE SECURITY AUDIT & KIT DEPLOYMENT
Gujarat,Kheda,117161.0,52619.0,7567.0,169780.0,22.43689705299326,Maintenance-heavy Zone,Biometric-dominant Stress,0.690075391683355,0.3099246083166451,Emerging Hotspot,0.33673956066919847,52.05125251434993,5826,130.71736223073873,517,1,Normal,"Pre-position Biometric Kits (MBU Wave Incoming), Deploy 5+ Iris Scanners",High,60.5,Deploy Iris Scanners (Biometric Failure)
Gujarat,Mahesana,99913.0,50217.0,6490.0,150130.0,23.13251155624037,Maintenance-heavy Zone,Biometric-dominant Stress,0.6655098914274296,0.33449010857257044,Emerging Hotspot,0.20927907069459195,30.506614592433557,5289,122.34785362095532,293,1,Normal,"Pre-position Biometric Kits (MBU Wave Incoming), Deploy 5+ Iris Scanners",High,60.2,Deploy Iris Scanners (Biometric Failure)
Gujarat,Mahisagar,30952.0,7507.0,2563.0,38459.0,15.005462348809989,Maintenance-heavy Zone,Biometric-dominant Stress,0.8048051171377311,0.1951948828622689,Declining / Stable,-0.9711057746320636,8.426442857087538,2036,30.551121342177137,130,1,Normal,Maintain Routine Operations,Normal,79.3,Deploy Iris Scanners (Biometric Failure)
Gujarat,Morbi,31879.0,19799.0,8004.0,51678.0,6.456521739130435,Maintenance-heavy Zone,Mixed Stress,0.6168775881419559,0.383122411858044,Declining / Stable,-9.45376342211686,30.69094928965091,5548,35.82078260869565,653,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,80.0,PRE-EMPTIVE: Book School Premises for MBU Camps
Gujarat,Narmada,39198.0,14757.0,1280.0,53955.0,42.15234375,Maintenance-heavy Zone,Biometric-dominant Stress,0.7264943008062275,0.2735056991937726,Emerging Hotspot,4.245804602675437,6.55490662482231,1155,48.68595703125,29,1,Normal,Deploy 5+ Iris Scanners,High,49.1,Deploy Iris Scanners (Biometric Failure)
Gujarat,Navsari,45552.0,29602.0,2757.0,75154.0,27.259339862169025,Maintenance-heavy Zone,Mixed Stress,0.606115442957128,0.39388455704287195,Emerging Hotspot,0.7429163233543908,13.978833089073488,2453,66.86716068190061,103,1,Normal,Maintain Routine Operations,High,59.1,Maintain Routine Operations
Gujarat,Panch Mahals,327.0,417.0,1402.0,744.0,0.5306704707560628,Growth Zone,Mixed Stress,0.43951612903225806,0.5604838709677419,Emerging Hotspot,4.046875,7.442714577985096,858,0.45531526390870186,100,1,Normal,Maintain Routine Operations,Normal,92.0,Maintain Routine Operations
Gujarat,Panchmahals,104768.0,32470.0,6279.0,137238.0,21.85666507405638,Maintenance-heavy Zone,Biometric-dominant Stress,0.763403722001195,0.236596277998805,Emerging Hotspot,3.791190635796421,13.421489600977983,4828,105.5239789775442,329,1,Normal,Deploy 5+ Iris Scanners,High,62.9,Deploy Iris Scanners (Biometric Failure)
Gujarat,Patan,73949.0,29559.0,8967.0,103508.0,11.54321400691424,Maintenance-heavy Zone,Biometric-dominant Stress,0.7144278703095412,0.2855721296904587,Declining / Stable,-6.376179141320638,31.255327125621026,6023,69.52477796364448,716,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),Normal,76.0,Deploy Iris Scanners (Biometric Failure)
Gujarat,Porbandar,30985.0,14623.0,2519.0,45608.0,18.10559745930925,Maintenance-heavy Zone,Biometric-dominant Stress,0.6793764251885634,0.3206235748114366,Emerging Hotspot,2.114955613306383,6.737183616808129,2006,36.31982850337436,181,1,Normal,Deploy 5+ Iris Scanners,Normal,74.9,Deploy Iris Scanners (Biometric Failure)
Gujarat,Rajkot,168711.0,137600.0,17070.0,306311.0,17.94440538957235,Maintenance-heavy Zone,Mixed Stress,0.5507833541727198,0.4492166458272801,Emerging Hotspot,1.7258696621475373,54.018488236455795,12419,222.851570533099,919,1,Normal,Pre-position Biometric Kits (MBU Wave Incoming),High,65.2,PRE-EMPTIVE: Book School Premises for MBU Camps
